,source,link,title,excerpt,vader_sentiment_title,tb_sentiment_title,flair_sentiment_title,av_sentiment_title,vader_sentiment_excerpt,tb_sentiment_excerpt,flair_sentiment_excerpt
13,U.Today,https://u.today/robert-kiyosaki-names-profitable-asset-that-may-spike-soon-btc-weekly-chart-signals-possible,"Robert Kiyosaki Names Profitable Asset That May Spike Soon, BTC Weekly Chart Signals Possible Breakout to $40,000, SHIB Lead Teases 'Secret' AI Initiatives: Crypto News Digest by U.Today",Don't miss anything in the fast-changing world of crypto with the latest news digest by U.Today! (Read More...),74.695,40.0,1.024007797241211,38.573002599080404,59.33500000000001,78.125,79.65996563434601
14,COINTURK NEWS,https://en.coin-turk.com/solana-sol-announces-major-update-will-price-increase/?utm_source=rss&utm_medium=rss&utm_campaign=solana-sol-announces-major-update-will-price-increase,"Solana (SOL) Announces Major Update, Will Price Increase?","In 2021, Solana emerged as the biggest Ethereum killer, surpassing the cryptocurrency that was once considered unbeatable. However, it faced significant setbacks last year with the FTX collapse.The post Solana (SOL) Announces Major Update, Will Price Increase? appeared first on COINTURK NEWS. (Read More...)",65.91,53.125,0.12365281581878662,39.71955093860626,35.199999999999996,61.875,0.03266632556915283
15,Blockworks,https://blockworks.co/news/sam-bankman-fried-going-infinite-michael-lewis-incorrect,SBF book ‘Going Infinite’ is a ‘glaringly incorrect representation of the facts’,"Framework Ventures’ Spencer says author Michael Lewis knows how to sell books, but doesn’t understand the culture he’s writing about (Read More...)",50.0,50.0,0.7532030344009399,33.58440101146698,50.0,75.0,0.2353280782699585
16,Cointelegraph,https://cointelegraph.com/news/cftc-enforcement-action-voyager-ceo,CFTC weighs enforcement action against former Voyager Digital CEO: Report,"Following the lending firm's bankruptcy filing in July 2022, U.S. officials were reportedly considering taking action against Stephen Ehrlich for violating derivatives regulations (Read More...)",50.0,51.66666666666667,0.7689058780670166,34.14519084824456,22.884999999999998,55.00000000000001,0.23706257343292236
17,Benzinga,https://www.benzinga.com/markets/cryptocurrency/23/10/35123882/people-are-going-to-start-cashing-out-bitcoin-heres-why?utm_campaign=partner_feed&utm_source=cryptopanic.com&utm_medium=partner_feed&utm_content=site,People Are Going To Start Cashing Out Bitcoin — Here's Why,Bitcoin (CRYPTO: BTC) may not have the momentum required to continue an upward trajectory. read more (Read More...),50.0,50.0,0.8117020130157471,33.60390067100525,50.0,75.0,0.02512335777282715
18,crypto.news,https://crypto.news/first-tokenized-security-launched-on-coinbases-base-protocol/,First tokenized security launched on Coinbase’s Base protocol,The first tokenized security of the protocol was just launched on Coinbase's scalability layer Base. (Read More...),72.02,36.25,99.11169707775116,69.12723235925039,72.02,49.166666666666664,90.65968096256256
19,CoinDesk,https://www.coindesk.com/consensus-magazine/2023/10/06/michael-lewis-sbf-biography-will-confuse-people-about-crypto/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,Michael Lewis' SBF Biography Will Confuse People About Crypto,"The author's sympathetic picture of the alleged fraudster as a weirdo whom nobody understood contrasts with his portrayal of crypto as a no-good industry ripe for adult supervision, says Amanda Cassatt. (Read More...)",38.685,50.0,0.010350346565246582,29.565116782188415,27.060000000000002,62.5,11.945381760597229
20,CoinJournal,https://coinjournal.net/news/early-xrp-investor-who-made-millions-sets-sight-on-a-new-crypto/,Early XRP Investor who made millions sets sight on a new crypto,Success stories often emerge from the early pioneers who had the vision and courage to invest in innovative digital assets. One such story revolves around an anonymous early Ripple (XRP) investor who not only witnessed the remarkable rise of Ripple’s native token but also had the foresight to cas... (Read More...),50.0,55.90909090909091,99.77657496929169,68.56188862612753,91.005,62.5,99.69962537288666
21,U.Today,https://u.today/shiba-inu-shibarium-on-brink-of-1-million-blocks,Shiba Inu: Shibarium on Brink of 1 Million Blocks,Shibarium now 800 blocks away from one million milestone (Read More...),38.685,50.0,10.08421778678894,32.92307259559632,38.685,75.0,20.54937183856964
22,The Block,https://www.theblock.co/post/255243/yuga-labs-cuts-employees-focuses-on-metaverse-extension-amid-restructuring?utm_source=cryptopanic&utm_medium=rss,"Yuga Labs cuts employees, focuses on metaverse extension amid restructuring","Yuga Labs will focus on its metaverse extension Otherside as the company restructures, amid other initiatives. (Read More...)",35.199999999999996,50.0,0.1762300729751587,28.45874335765838,50.0,59.375,2.0507782697677612
23,Dailycoin,https://dailycoin.com/is-polylang-a-game-changer-polygon-midden-smart-contracts/?utm_source=cryptopanic&utm_medium=rss,Is Polylang a Game Changer for Polygon Midden Smart Contracts?,"Polygon Miden introduces Polylang, a game-changing tool that simplifies blockchain development by leveraging the familiar framework of TypeScript. (Read More...)",70.095,45.357142857142854,5.4762572050094604,40.30946668738411,50.0,71.875,99.9165028333664
24,COINTURK NEWS,https://en.coin-turk.com/hong-kong-government-refuses-permission-for-stablecoins-minister-explains-the-reason/?utm_source=rss&utm_medium=rss&utm_campaign=hong-kong-government-refuses-permission-for-stablecoins-minister-explains-the-reason,Hong Kong Government Refuses Permission for Stablecoins: Minister Explains the Reason,"Hong Kong aims to become a preferred country for both the cryptocurrency market and the blockchain sector with its steps. However, a statement by an official drawing attention to the stablecoin field raised some questions.The post Hong Kong Government Refuses Permission for Stablecoins: Minister ... (Read More...)",50.0,50.0,0.023990869522094727,33.3413302898407,50.0,75.0,0.15359818935394287
