date,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt
08-11-14,495523,4980,933879,72301,28,1533123,198648,394
09-11-14,500243,5093,941172,73208,30,1545648,201345,403
10-11-14,502355,5123,946778,73325,30,1553334,201870,404
11-11-14,502047,5139,946935,73447,30,1552516,202132,410
12-11-14,523506,5799,973109,79352,33,1592322,212072,483
13-11-14,522948,5764,975705,79193,33,1596869,211338,485
14-11-14,512778,5334,969776,75188,32,1588743,206932,437
15-11-14,505822,5217,962570,74020,30,1578705,203958,420
16-11-14,509404,5274,968839,74540,32,1590864,205085,431
17-11-14,508121,5280,964819,74363,31,1587539,204583,429
18-11-14,505240,5175,964152,73742,30,1585956,202872,417
19-11-14,505777,5210,965211,73917,30,1588647,203732,422
20-11-14,500042,5058,959624,72723,30,1579413,200466,398
21-11-14,499955,5007,958560,72457,28,1578980,199898,398
22-11-14,500199,5033,961706,72604,28,1582131,200222,399
23-11-14,505575,5122,970387,73450,30,1597193,202691,415
24-11-14,508238,5204,972800,73959,30,1602602,203819,424
25-11-14,507756,5202,970896,73928,30,1602496,203800,424
26-11-14,505453,5126,970867,73433,30,1602436,202643,405
27-11-14,505703,5160,971794,73539,30,1604704,203065,410
28-11-14,509561,5216,979203,74047,30,1616317,204481,414
29-11-14,508060,5212,977296,73973,30,1616086,203985,414
30-11-14,507968,5236,975064,74102,30,1617843,204691,413
01-12-14,509628,5230,979308,74085,30,1624035,205140,410
02-12-14,509990,5234,978148,74256,31,1623289,205422,412
03-12-14,507534,5199,973401,73941,30,1619366,204271,406
04-12-14,504007,5129,965664,73529,30,1612288,203326,388
05-12-14,506263,5186,970585,74062,30,1622574,204937,397
06-12-14,505634,5165,970546,73888,30,1623981,204219,390
07-12-14,505776,5175,972859,73959,30,1630081,204499,391
08-12-14,502512,5073,967765,73323,33,1622517,202385,378
09-12-14,498835,4991,965831,72655,31,1617235,200570,378
10-12-14,499118,4971,967872,72582,31,1615984,200308,378
11-12-14,499682,4991,969255,72584,31,1618019,200556,379
12-12-14,501368,5012,971877,72840,31,1623467,201430,379
13-12-14,500448,4992,970756,72687,31,1624336,200980,380
14-12-14,503153,5039,974947,73029,33,1632478,202003,381
15-12-14,500895,4996,971202,72730,31,1630567,201050,377
16-12-14,491848,4399,957151,70770,31,1617637,192911,333
17-12-14,489514,4323,956371,70270,29,1615679,191294,328
18-12-14,488534,4277,948501,69902,29,1608446,190072,321
19-12-14,490743,4332,952102,70139,29,1611617,191042,329
20-12-14,495203,4419,958805,70744,31,1620834,193682,335
21-12-14,492582,4349,952377,70252,29,1616149,191950,348
22-12-14,497032,4439,959884,70859,31,1608069,194162,354
23-12-14,500818,4899,969347,72089,32,1610612,199875,383
24-12-14,493833,4347,955477,70402,31,1599362,192389,343
25-12-14,492019,4314,952378,70186,30,1593148,191491,341
26-12-14,496998,4398,961140,70720,32,1604816,193688,349
27-12-14,491934,4304,953455,70068,30,1595437,191146,337
28-12-14,492701,4308,955993,70155,30,1599804,191472,337
29-12-14,491883,4288,954224,69962,30,1597385,190769,336
30-12-14,490873,4242,954700,69733,30,1597295,190206,333
31-12-14,495430,4336,961945,70339,30,1607758,192507,342
01-01-15,493823,4295,960198,70064,30,1607675,191427,338
02-01-15,493785,4305,961488,70127,30,1610141,191722,339
03-01-15,481421,4023,945722,68257,28,1585678,185843,312
04-01-15,472468,3825,934131,67018,27,1570119,181408,300
05-01-15,477986,3924,942109,67586,27,1580408,183653,310
06-01-15,483251,4034,950521,68469,28,1594885,186401,321
07-01-15,487929,4138,959360,69032,28,1608885,188368,323
08-01-15,482055,4017,954827,68183,26,1601556,185472,315
09-01-15,486936,4128,961724,68874,27,1610700,187876,315
10-01-15,480602,3971,954458,67875,26,1599168,184602,311
11-01-15,477955,3894,950450,67489,26,1594833,183299,308
12-01-15,478890,3902,952300,67426,26,1597202,183300,309
13-01-15,457645,3367,913641,64271,23,1553243,170846,258
14-01-15,415932,2511,827246,21784,16,1478813,147599,171
15-01-15,453336,3258,908577,63330,20,1545298,167668,259
16-01-15,451642,3220,904264,63083,19,1543106,166850,249
17-01-15,432074,2734,865869,23575,18,1513521,154991,194
18-01-15,453667,3238,912493,63414,20,1555596,167841,257
19-01-15,455919,3272,916023,63713,22,1560608,169314,262
20-01-15,455245,3242,915291,63407,20,1560818,168418,258
21-01-15,462858,3401,930049,64380,24,1581650,172112,257
22-01-15,465860,3419,938509,64730,24,1591814,173528,261
23-01-15,466000,3436,939750,64765,25,1594070,173543,260
24-01-15,473025,3575,946658,65665,24,1603460,177252,276
25-01-15,477406,3778,953336,66656,26,1611122,181772,293
26-01-15,485894,3926,967848,67729,27,1634064,185414,303
27-01-15,482592,3861,966443,67259,26,1631492,183806,297
28-01-15,467371,3464,938556,64960,23,1601042,174347,262
29-01-15,467335,3445,940696,64908,23,1604751,173980,260
30-01-15,465937,3430,939318,64624,23,1604184,173064,255
31-01-15,460017,3329,930937,63789,21,1593027,170156,245
01-02-15,465166,3424,939464,64545,22,1606455,172750,254
02-02-15,472168,3548,952635,65330,22,1621869,175721,264
03-02-15,466782,3455,942262,64672,22,1613443,173150,254
04-02-15,466329,3437,944501,64659,22,1615710,172867,253
05-02-15,461316,3336,931014,63960,20,1600601,170772,245
06-02-15,465482,3420,939735,64538,20,1612403,172535,248
07-02-15,467656,3453,946695,64900,22,1614802,173637,254
08-02-15,465501,3428,943887,64623,21,1614919,172712,251
09-02-15,464352,3378,944630,64292,20,1615516,171677,248
10-02-15,465250,3385,945592,64330,20,1617463,171958,248
11-02-15,464587,3366,939462,64226,20,1613655,171986,247
12-02-15,468271,3419,946113,64613,20,1623576,173256,250
13-02-15,473181,3514,958169,65405,22,1638435,176184,260
14-02-15,484763,3881,977374,67325,25,1659226,184226,289
15-02-15,471255,3507,945402,65244,23,1630302,175521,257
16-02-15,472349,3509,950580,65297,23,1636511,175956,258
17-02-15,477744,3583,963093,65883,23,1653441,177893,269
18-02-15,474225,3510,959319,65392,23,1650112,176168,258
19-02-15,476809,3544,966947,65762,23,1660838,177504,267
20-02-15,478138,3578,964820,66038,23,1658430,178384,272
21-02-15,478781,3579,968286,66041,23,1663791,178623,271
22-02-15,474545,3506,960951,65528,23,1658016,176567,263
23-02-15,476934,3529,965081,65703,23,1664499,176987,266
24-02-15,477739,3548,969884,65716,23,1670379,177139,265
25-02-15,477304,3529,970241,65607,23,1672785,176980,265
26-02-15,477132,3522,970992,65488,23,1675137,176650,262
27-02-15,488335,3850,996432,67229,25,1700946,184190,289
28-02-15,487301,3856,993814,67254,25,1699871,184077,291
01-03-15,489690,3892,994969,67640,25,1704119,185365,293
02-03-15,496581,4020,1002160,68518,25,1714733,188529,305
03-03-15,499310,4075,1005787,68919,26,1717254,189796,308
04-03-15,495951,3987,1001763,68365,26,1711197,187935,299
05-03-15,496928,4038,1004647,68565,25,1715140,188606,303
06-03-15,496340,4008,1002210,68443,25,1711420,188117,299
07-03-15,497834,4061,1005981,68612,25,1715709,188860,300
08-03-15,497473,4167,1003851,68695,24,1715392,188776,295
09-03-15,505069,4306,1016795,69693,24,1734164,192213,308
10-03-15,505223,4325,1020572,69815,24,1738263,192622,310
11-03-15,507689,4368,1027650,70158,24,1749209,193594,310
12-03-15,507716,4378,1028774,70157,24,1747055,193365,310
13-03-15,503957,4287,1017362,69614,24,1735601,191660,301
14-03-15,502787,4245,1015669,69309,24,1734383,190786,300
15-03-15,505120,4302,1018617,69743,24,1740102,192100,304
16-03-15,509096,4351,1026003,69870,24,1749192,193056,305
17-03-15,508118,4252,1027756,69414,24,1751702,191517,301
18-03-15,493625,4048,999965,67884,23,1719647,185986,284
19-03-15,496369,4068,1001696,68152,23,1695670,187650,287
20-03-15,497180,4076,1006027,68181,23,1701856,187916,286
21-03-15,497061,4074,1007755,68139,23,1705360,187625,285
22-03-15,500751,4146,1014551,68552,23,1716672,189160,290
23-03-15,500289,4122,1014302,68440,23,1718010,188641,288
24-03-15,489368,3783,994887,66616,21,1699157,180906,267
25-03-15,490526,3787,998148,66605,21,1704480,180901,267
26-03-15,492580,3814,998451,66827,21,1705251,181905,270
27-03-15,492184,3790,999223,66660,21,1708738,181253,270
28-03-15,498481,4005,1013187,67688,23,1722127,186215,284
29-03-15,491118,3760,997492,66406,21,1710152,180173,264
30-03-15,495027,3817,998858,66697,21,1712200,181798,270
31-03-15,494222,3765,999582,66558,21,1712842,180916,270
01-04-15,496440,3782,1003899,66705,21,1719212,181950,272
02-04-15,502451,4001,1017073,67746,23,1733009,186876,289
03-04-15,503603,4020,1021207,67818,23,1738114,187242,289
04-04-15,503643,4018,1022470,67772,23,1740413,187045,289
05-04-15,506429,4069,1025605,68195,23,1748359,188522,293
06-04-15,503878,4043,1020103,67959,23,1740891,187609,289
07-04-15,503454,4036,1019917,67858,23,1742488,187277,288
08-04-15,496735,3777,1008558,66703,21,1735711,181920,271
09-04-15,496155,3770,1007246,66556,21,1735460,181472,268
10-04-15,492529,3693,1003920,66117,21,1732889,179743,262
11-04-15,492882,3709,1006658,66170,21,1738498,180017,262
12-04-15,492886,3717,1008210,66160,21,1743355,179956,262
13-04-15,487474,3616,998249,65494,20,1734041,177487,252
14-04-15,483927,3550,991660,65007,19,1725185,175928,245
15-04-15,487629,3599,999183,65309,20,1736819,177327,245
16-04-15,491746,3636,1007480,65643,21,1747917,178496,250
17-04-15,489534,3596,1004003,65348,19,1746964,177265,246
18-04-15,490324,3598,1007135,65369,20,1752956,177386,246
19-04-15,491117,3593,1008585,65393,20,1756170,177568,246
20-04-15,493178,3600,1013118,65467,20,1762463,178034,252
21-04-15,500370,3672,1024403,66101,21,1776175,180519,257
22-04-15,501066,3660,1026721,66034,21,1780120,180370,257
23-04-15,499491,3676,1024655,66221,21,1781200,181018,260
24-04-15,496699,3650,1014737,65911,21,1768590,179902,254
25-04-15,494633,3603,1013077,65616,21,1769407,178890,253
26-04-15,491217,3534,1007953,65117,19,1764789,177394,248
27-04-15,496948,3602,1018263,65745,21,1780694,179486,253
28-04-15,496748,3580,1018814,65555,21,1781654,179215,254
29-04-15,496472,3584,1019292,65559,21,1784514,179135,256
30-04-15,503107,3673,1031565,66228,21,1800252,181570,263
01-05-15,501561,3635,1030409,66077,21,1802462,180785,259
02-05-15,503517,3658,1034336,66254,21,1808982,181584,264
03-05-15,506197,3697,1040136,66558,21,1818832,182517,265
04-05-15,507018,3682,1041225,66450,21,1821441,182400,262
05-05-15,507307,3655,1039962,66225,21,1821954,182040,261
06-05-15,504681,3601,1037314,65836,21,1822465,180327,255
07-05-15,509713,3666,1046531,66353,21,1836161,182212,263
08-05-15,514445,3728,1055034,66850,21,1850689,183967,270
09-05-15,511834,3718,1051595,66676,21,1849435,183322,268
10-05-15,505053,3708,1039253,66612,21,1838857,182951,266
11-05-15,505588,3721,1040303,66673,21,1843145,183471,268
12-05-15,506790,3722,1040020,66697,21,1844111,183640,267
13-05-15,504493,3672,1038311,66319,21,1845382,182331,260
14-05-15,505310,3668,1040383,66330,21,1849519,182565,260
15-05-15,506233,3672,1041495,66401,21,1852985,182822,261
16-05-15,504936,3662,1041434,66287,21,1855510,182438,261
17-05-15,504711,3674,1039086,66371,21,1855080,182535,261
18-05-15,504034,3636,1040310,66152,21,1857952,181644,256
19-05-15,504805,3625,1041287,66023,21,1859618,181766,257
20-05-15,506953,3638,1044903,66183,21,1865042,182361,259
21-05-15,508244,3660,1048078,66241,21,1869926,182780,262
22-05-15,513013,3700,1054037,66561,21,1877636,184173,262
23-05-15,511672,3693,1052416,66551,21,1878898,183961,261
24-05-15,511428,3715,1052841,66642,21,1881175,184309,264
25-05-15,509632,3678,1051001,66428,21,1879554,183417,260
26-05-15,510497,3683,1051930,66362,21,1880264,183271,261
27-05-15,511550,3694,1054951,66434,21,1883579,183396,260
28-05-15,512076,3686,1056782,66433,21,1887623,183563,260
29-05-15,511821,3686,1056170,66454,21,1894227,183645,259
30-05-15,509358,3659,1054428,66285,21,1895854,182849,249
31-05-15,506386,3632,1048656,66012,21,1891628,181902,248
01-06-15,503700,3579,1043394,65679,20,1888318,180620,243
02-06-15,504372,3603,1044206,65840,20,1889233,181308,244
03-06-15,504601,3596,1047226,65854,20,1895865,181326,244
04-06-15,503714,3586,1046358,65752,20,1897367,181066,243
05-06-15,505773,3599,1048784,65820,20,1902126,181464,248
06-06-15,507032,3612,1051333,65868,20,1907993,181777,247
07-06-15,506380,3596,1051421,65803,20,1908329,181289,244
08-06-15,509453,3631,1058470,66154,21,1918874,182721,248
09-06-15,512125,3640,1063255,66217,21,1919502,183069,248
10-06-15,513086,3632,1061067,66202,21,1890239,182892,248
11-06-15,513450,3641,1062136,66219,21,1891610,183048,248
12-06-15,513330,3648,1060802,66242,21,1891560,183095,249
13-06-15,514463,3682,1061035,66524,21,1894424,183848,251
14-06-15,513654,3680,1058985,66443,21,1892798,183682,251
15-06-15,517221,3717,1066204,66723,21,1903260,184770,256
16-06-15,530592,4017,1090239,68281,23,1927950,192142,279
17-06-15,523308,3841,1071654,67352,21,1910146,187439,268
18-06-15,522621,3860,1066237,67401,21,1905268,187774,272
19-06-15,520432,3815,1060664,67169,20,1902855,186647,266
20-06-15,520771,3823,1062631,67224,21,1906474,186934,264
21-06-15,520137,3819,1062279,67201,20,1909368,186603,265
22-06-15,522909,3841,1065634,67310,20,1914111,187683,270
23-06-15,521166,3823,1063685,67101,20,1914600,186933,267
24-06-15,519111,3792,1063006,66873,20,1915205,186177,261
25-06-15,519470,3805,1061235,67033,20,1915830,186611,266
26-06-15,519740,3819,1063023,67087,20,1918991,186748,264
27-06-15,528332,4067,1078368,68329,22,1935240,192553,280
28-06-15,524049,3879,1072159,67539,20,1934140,188335,271
29-06-15,531753,4123,1086260,68675,22,1949140,193836,285
30-06-15,535976,4165,1088238,69160,22,1956359,195600,287
01-07-15,532811,4126,1082599,68772,22,1949108,194395,284
02-07-15,530976,4092,1080248,68563,22,1947127,193607,284
03-07-15,531133,4115,1079586,68688,22,1948431,193860,285
04-07-15,534024,4142,1083465,69014,22,1957131,194898,287
05-07-15,540243,4229,1094449,69659,22,1973517,197276,293
06-07-15,539991,4212,1094791,69476,22,1975352,196738,290
07-07-15,541543,4183,1102428,69384,22,1986798,196468,287
08-07-15,545236,4235,1112339,69637,22,2001572,197710,290
09-07-15,543380,4223,1106838,69495,22,1996866,197303,291
10-07-15,550637,4357,1115788,70459,24,2009027,200565,304
11-07-15,554960,4469,1125035,71112,23,2018995,202812,307
12-07-15,562602,4647,1135110,72223,25,2035779,206283,322
13-07-15,554860,4493,1122519,71019,24,2019724,202846,304
14-07-15,552112,4452,1116946,70819,25,2015469,201737,303
15-07-15,551318,4441,1118593,70745,24,2020144,201394,302
16-07-15,546237,4343,1108442,70105,24,2008065,199319,296
17-07-15,546488,4336,1110938,70202,25,2008544,199828,301
18-07-15,544827,4325,1110523,69971,25,2008266,199272,296
19-07-15,542825,4312,1108365,69882,24,2006346,198855,295
20-07-15,545187,4349,1114382,70209,25,2015562,200095,299
21-07-15,543830,4323,1112645,70023,25,2014034,199643,295
22-07-15,543150,4323,1113184,70128,25,2016416,199620,296
23-07-15,543394,4315,1113083,70052,25,2017907,199613,296
24-07-15,550226,4454,1121236,70956,25,2031066,202991,305
25-07-15,550245,4462,1121656,70988,25,2031781,203218,304
26-07-15,551346,4513,1123483,71171,25,2034988,203983,304
27-07-15,553229,4544,1127196,71332,25,2048410,204271,305
28-07-15,553285,4541,1126219,71370,25,2046845,204440,306
29-07-15,550411,4496,1124463,70964,25,2047065,203479,305
30-07-15,550565,4473,1124966,70897,25,2051510,203366,304
31-07-15,546156,4412,1115925,70511,25,2042849,201850,304
01-08-15,546556,4388,1116749,70345,25,2040870,201262,305
02-08-15,547046,4393,1117582,70418,25,2042381,201466,305
03-08-15,546789,4390,1118049,70456,25,2043682,201498,303
04-08-15,550995,4427,1129812,70635,24,2061961,202742,303
05-08-15,548615,4408,1126884,70555,24,2057573,201969,304
06-08-15,547471,4400,1125332,70377,24,2056069,201435,303
07-08-15,548069,4393,1123416,70442,24,2056592,201650,303
08-08-15,540391,4235,1112337,69324,22,2043602,197603,289
09-08-15,542849,4152,1114228,69429,23,2047628,198556,292
10-08-15,541699,4131,1113391,69463,23,2045471,198525,290
11-08-15,545899,4192,1121692,69923,23,2056044,200135,294
12-08-15,545278,4167,1120560,69695,23,2056311,199677,294
13-08-15,544060,4136,1117511,69497,23,2054929,198990,292
14-08-15,545511,4150,1119094,69560,23,2057671,199634,294
15-08-15,544055,4112,1116295,69256,22,2055597,198802,291
16-08-15,542999,4096,1115533,69099,22,2053108,198238,289
17-08-15,544156,4084,1119665,69070,22,2057490,198406,291
18-08-15,516743,3565,1067818,65597,18,1998913,183503,247
19-08-15,523423,3663,1081033,66309,20,2016251,186562,253
20-08-15,530027,3736,1091734,66917,20,2031731,188906,263
21-08-15,529225,3714,1090829,66818,21,2031921,188344,258
22-08-15,529523,3701,1092373,66652,21,2035861,188252,255
23-08-15,528442,3687,1091652,66612,21,2038373,187921,254
24-08-15,519295,3518,1072381,65412,18,2013618,183401,241
25-08-15,529259,3635,1091049,66309,19,2037877,186801,247
26-08-15,533135,3659,1099674,66482,21,2048258,187691,250
27-08-15,533627,3662,1105427,66426,20,2058903,187634,249
28-08-15,538669,3713,1112402,66957,20,2067344,189785,253
29-08-15,537944,3698,1112431,66809,20,2070588,189470,251
30-08-15,538140,3687,1112490,66749,20,2072219,189273,252
31-08-15,539430,3690,1114365,66862,20,2075147,189676,250
01-09-15,539154,3671,1111889,66757,20,2073743,189090,248
02-09-15,542739,3692,1122154,66857,20,2082345,189757,247
03-09-15,540630,3670,1117997,66739,20,2077160,189193,246
04-09-15,544195,3707,1123129,67024,20,2085110,190688,249
05-09-15,547855,3745,1130541,67388,20,2096047,191994,255
06-09-15,552551,3776,1137870,67745,20,2107713,193751,262
07-09-15,551722,3783,1138146,67785,20,2111377,193789,262
08-09-15,555184,3821,1145849,68121,20,2123965,194888,262
09-09-15,552217,3789,1141011,67793,20,2117463,193366,252
10-09-15,552475,3792,1143332,67799,20,2120537,193215,250
11-09-15,554826,3810,1149830,67911,20,2130607,194050,255
12-09-15,551714,3775,1144818,67621,20,2127734,192695,248
13-09-15,547235,3727,1138905,67211,20,2122888,191010,243
14-09-15,547343,3727,1138075,67326,20,2123967,191628,243
15-09-15,547908,3722,1139057,67260,20,2127232,191681,243
16-09-15,548469,3713,1138236,67237,20,2128856,191700,240
17-09-15,553900,3744,1148359,67586,20,2142328,193584,243
18-09-15,553341,3742,1147204,67601,20,2142923,193359,245
19-09-15,554078,3740,1148809,67465,20,2146021,193338,243
20-09-15,553139,3724,1149590,67399,20,2152241,193105,243
21-09-15,549178,3693,1141091,67107,20,2142202,191764,240
22-09-15,553230,3715,1150103,67422,20,2155314,193054,243
23-09-15,554373,3710,1151846,67407,20,2158946,193008,243
24-09-15,558748,3745,1159040,67821,20,2170771,194692,248
25-09-15,559238,3766,1160533,67914,20,2175458,195220,248
26-09-15,558532,3757,1144106,67860,20,2161632,195066,246
27-09-15,557381,3745,1140368,67799,20,2135772,194628,246
28-09-15,563635,3806,1150186,68274,20,2147148,197191,256
29-09-15,562442,3769,1149615,68113,20,2120814,196475,250
30-09-15,562485,3755,1150269,68080,20,2106835,195848,251
01-10-15,565723,3789,1156661,68229,20,2116670,196699,252
02-10-15,563090,3775,1151016,68144,20,2112355,196575,254
03-10-15,565912,3787,1158566,68345,20,2124261,197509,255
04-10-15,566152,3798,1159119,68318,20,2130420,197468,254
05-10-15,568478,3804,1163966,68403,20,2134327,198410,258
06-10-15,573300,3886,1170559,68866,20,2133019,200035,264
07-10-15,570231,3853,1164863,68703,20,2129990,199147,259
08-10-15,570577,3840,1166146,68613,20,2134930,199266,257
09-10-15,573346,3855,1171837,68799,20,2139333,200230,258
10-10-15,574604,3877,1177522,68900,20,2151713,200678,258
11-10-15,575412,3904,1179769,69122,20,2159341,201373,262
12-10-15,573964,3875,1176228,68978,20,2156048,200870,257
13-10-15,580519,4079,1189938,70006,22,2169933,205915,272
14-10-15,583070,4116,1195758,70183,22,2180506,207037,275
15-10-15,582391,4137,1197378,70337,22,2181111,206845,274
16-10-15,585562,4203,1203860,70909,22,2187704,208757,280
17-10-15,591146,4273,1211428,71572,22,2200059,211325,287
18-10-15,585676,4212,1202500,71010,22,2192946,209459,284
19-10-15,586200,4215,1202217,71104,22,2195029,209819,286
20-10-15,592014,4272,1211719,71679,23,2183365,212099,288
21-10-15,590481,4257,1210597,71505,23,2182914,211601,283
22-10-15,595898,4320,1220559,72091,23,2197066,213534,286
23-10-15,599694,4347,1227168,72329,24,2207596,214994,292
24-10-15,603478,4366,1234731,72691,24,2225629,217064,298
25-10-15,604397,4424,1231656,73166,24,2219584,218453,300
26-10-15,605255,4422,1232667,73363,24,2220890,219392,298
27-10-15,612799,4505,1248890,74015,25,2244848,221932,300
28-10-15,618472,4586,1259493,74508,25,2260756,224163,309
29-10-15,625439,4678,1267442,75367,25,2273435,227913,320
30-10-15,633784,4810,1282091,76089,27,2290201,231275,330
31-10-15,626694,4712,1275096,75112,25,2285675,227779,315
01-11-15,633137,4844,1277547,76181,27,2299525,231070,326
02-11-15,656562,5646,1314890,79619,31,2337659,245574,366
03-11-15,680405,6126,1343252,84696,46,2385948,254317,432
04-11-15,681140,6214,1343318,84772,45,2381966,255623,443
05-11-15,662406,5803,1323415,80381,33,2356645,249174,395
06-11-15,658431,5723,1317434,79762,33,2350524,247444,378
07-11-15,666818,5823,1331656,80996,33,2375019,251539,395
08-11-15,660875,5699,1324999,80126,33,2378481,249050,381
09-11-15,666254,5769,1328367,80831,32,2368570,251750,386
10-11-15,646974,5391,1302053,77219,29,2327289,242390,352
11-11-15,625015,4662,1272154,74040,25,2296525,227478,318
12-11-15,649968,5402,1311068,77326,28,2342994,242359,359
13-11-15,652928,5393,1316780,77526,28,2357385,243182,352
14-11-15,647991,4868,1309370,76476,27,2359997,237913,325
15-11-15,640362,4732,1298799,75558,26,2346427,234536,320
16-11-15,647047,4791,1306959,76273,28,2354226,237245,329
17-11-15,654635,5338,1322664,77558,29,2372644,242760,355
18-11-15,654001,5352,1323146,77539,28,2377444,243384,361
19-11-15,643972,4763,1307720,75809,27,2366744,235427,328
20-11-15,643652,4718,1308498,75446,26,2370912,235097,325
21-11-15,647189,4755,1314649,76038,27,2383136,236583,325
22-11-15,645109,4747,1307671,76001,27,2379723,236347,326
23-11-15,646048,4738,1310738,75994,27,2386325,236644,323
24-11-15,645838,4699,1311398,75696,26,2388306,236145,324
25-11-15,652550,4784,1321122,76604,27,2404533,239384,330
26-11-15,670793,5493,1350533,79663,31,2440993,251708,368
27-11-15,671540,5547,1353885,79205,31,2450385,250253,388
28-11-15,671239,5533,1355873,79010,30,2455218,250469,386
29-11-15,682315,5661,1370609,80303,31,2481549,255132,400
30-11-15,684683,5680,1371336,80851,32,2480973,257062,405
01-12-15,679749,5536,1365515,79695,31,2479344,254829,370
02-12-15,677319,5510,1364699,79500,30,2484564,253683,372
03-12-15,676077,5539,1363629,79304,30,2484102,252577,372
04-12-15,681316,5528,1367573,79523,31,2478118,255085,373
05-12-15,698864,5719,1393741,83438,33,2516284,263905,406
06-12-15,702532,5725,1401305,84842,36,2542025,266524,409
07-12-15,704611,5736,1402730,85191,40,2529683,267956,410
08-12-15,717304,6114,1417692,89237,46,2552769,270788,461
09-12-15,727965,6160,1432309,89709,47,2572667,273296,468
10-12-15,734159,6124,1444133,89313,47,2588611,273577,468
11-12-15,769930,6425,1498643,91707,49,2656911,283091,504
12-12-15,775860,6286,1506683,90581,47,2657099,281021,490
13-12-15,785996,6242,1524231,90360,47,2678028,282478,486
14-12-15,804349,6326,1545462,91052,47,2687314,287390,501
15-12-15,824313,6536,1579562,92561,50,2729893,291721,526
16-12-15,822267,6440,1581732,91508,49,2736180,287284,508
17-12-15,832090,6500,1598219,91776,48,2760461,287745,511
18-12-15,849979,6563,1622732,92187,49,2784171,293930,517
19-12-15,857178,6551,1637574,92054,49,2804435,293077,517
20-12-15,850729,6361,1633249,90574,47,2816782,284736,494
21-12-15,861626,6326,1650058,90463,47,2839005,285121,488
22-12-15,864816,6314,1663491,90223,47,2861620,280817,484
23-12-15,891087,6387,1698929,90535,47,2888816,287963,489
24-12-15,921526,6495,1743525,91566,48,2929235,296708,506
25-12-15,936009,6479,1769378,91521,48,2962203,297529,508
26-12-15,899838,6137,1733600,88743,47,2944402,273542,475
27-12-15,908153,6175,1746310,89093,47,2960084,274321,478
28-12-15,901080,6169,1741398,88742,47,2964809,271362,473
29-12-15,912994,6255,1757875,89474,47,2974103,276050,487
30-12-15,907522,6216,1756063,89085,47,2990113,273771,483
31-12-15,913788,6235,1766376,89322,46,2987523,275179,490
01-01-16,918748,6276,1773206,89601,46,2995527,277522,493
02-01-16,920489,6261,1780312,89658,46,2973091,277308,492
03-01-16,917204,6230,1776311,89415,47,2976963,275097,490
04-01-16,923128,6263,1787864,89669,46,2989420,276575,491
05-01-16,921591,6299,1785221,89671,46,2991587,275726,493
06-01-16,921273,6297,1785838,89320,46,2998171,275174,490
07-01-16,961394,6569,1838654,91596,47,3033756,297478,518
08-01-16,948433,6491,1823997,90951,47,3028883,290606,513
09-01-16,943038,6458,1819746,90641,47,3033510,288440,508
10-01-16,942910,6434,1819035,90729,47,3040031,288469,508
11-01-16,944093,6464,1820596,90560,47,3041884,288916,511
12-01-16,938566,6406,1814706,89828,47,3043670,283589,503
13-01-16,925155,6303,1797864,89140,47,3046694,276085,493
14-01-16,925437,6266,1797860,89071,47,3050971,275654,488
15-01-16,874795,5539,1740914,80531,32,2998581,255855,387
16-01-16,885649,5708,1753855,82990,34,3015233,260384,415
17-01-16,883574,5651,1754235,82072,33,3014289,258504,412
18-01-16,892399,5677,1768347,82324,33,3032400,260224,417
19-01-16,889117,5635,1762817,80676,32,3033805,257734,409
20-01-16,927893,6208,1806911,87362,48,3077970,273336,481
21-01-16,915669,6123,1792736,86414,47,3056640,267833,475
22-01-16,892584,5699,1771660,80561,33,3014070,259103,413
23-01-16,897778,5766,1778311,81312,33,3028880,261203,417
24-01-16,920367,6110,1801778,84681,46,3073373,268171,468
25-01-16,904597,5852,1793881,81397,35,3062302,259679,431
26-01-16,904860,5870,1801415,81407,35,3064452,256279,430
27-01-16,899977,5932,1801833,81586,39,3076273,255130,434
28-01-16,883976,5800,1785811,80517,32,3054884,250777,422
29-01-16,850803,5760,1753301,80758,32,3024835,252612,428
30-01-16,844051,5793,1749404,80768,32,3023840,253364,419
31-01-16,828836,5704,1735123,80087,32,3013264,251991,394
01-02-16,727232,5823,1641063,80676,32,2927251,257504,410
02-02-16,730773,5830,1547336,80830,32,2829833,259923,403
03-02-16,729741,5777,1506100,80356,32,2735930,259105,400
04-02-16,757089,5971,1550214,82785,34,2784362,269770,423
05-02-16,758401,5865,1554399,82116,32,2787983,267875,422
06-02-16,755628,5773,1558323,80791,32,2813268,262824,409
07-02-16,765551,5744,1580910,80887,32,2851591,263630,406
08-02-16,765065,5707,1579348,80496,32,2869965,262532,402
09-02-16,769599,5730,1591852,80603,32,2880219,263404,406
10-02-16,781100,5798,1620055,81311,32,2889178,267489,416
11-02-16,786417,5780,1630911,81115,32,2917817,266429,412
12-02-16,805236,5804,1674165,81384,32,2950624,271142,414
13-02-16,819940,5881,1708710,82088,34,2983843,275095,420
14-02-16,847436,6229,1744357,85901,46,3020185,282201,472
15-02-16,840549,6006,1747039,82816,46,3035346,279118,429
16-02-16,866879,6275,1789472,86025,46,3080563,284340,467
17-02-16,878931,6317,1812331,86409,48,3103311,286267,473
